7.385699	7.385699	
8.791595	8.791595	
9.426516	9.426516	
10.832411	10.832411	
11.285926	11.285926	
12.601119	12.601119	
13.326743	13.326743	
14.369826	14.369826	
15.004747	15.004747	
16.501346	16.501346	
17.952593	17.952593	
18.632865	18.632865	
19.630597	19.630597	
20.310870	20.310870	
21.580711	21.580711	
22.260983	22.260983	
23.440121	23.440121	
24.029690	24.029690	
25.299532	25.299532	
25.889101	25.889101	
26.977536	26.977536	
27.612457	27.612457	
28.927650	28.927650	
29.653273	29.653273	
30.968466	30.968466	
31.512684	31.512684	
32.646470	32.646470	
33.190688	33.190688	
35.140801	35.140801	
37.363024	37.363024	
38.451459	38.451459	
38.904974	38.904974	
40.038761	40.038761	
40.582978	40.582978	
41.626062	41.626062	
42.079577	42.079577	
43.304067	43.304067	
43.848284	43.848284	
45.072774	45.072774	
45.707695	45.707695	
46.932185	46.932185	
47.476402	47.476402	
48.700892	48.700892	
49.154407	49.154407	
50.242842	50.242842	
50.923114	50.923114	
52.102253	52.102253	
52.691822	52.691822	
53.780257	53.780257	
54.324475	54.324475	
55.548965	55.548965	
56.274588	56.274588	
57.317672	57.317672	
58.043296	58.043296	
59.449192	59.449192	
60.673681	60.673681	
61.852820	61.852820	
62.623795	62.623795	
64.256448	64.256448	
65.571640	65.571640	
66.977536	66.977536	
68.065972	68.065972	
68.655541	68.655541	
70.288194	70.288194	
71.694089	71.694089	
72.827876	72.827876	
74.279123	74.279123	
75.140801	75.140801	
75.685019	75.685019	
77.090915	77.090915	
78.179350	78.179350	
79.313137	79.313137	
80.310870	80.310870	
81.263250	81.263250	
