2.4073	2.4073	beat-1
3.0265	3.0265	beat-2
3.4226	3.4226	beat-3
3.6780	3.6780	beat-4
4.2764	4.2764	beat-5
4.3979	4.3979	beat-6
4.8469	4.8469	beat-7
5.4998	5.4998	beat-8
6.0948	6.0948	beat-9
6.6683	6.6683	beat-10
7.2545	7.2545	beat-11
7.8787	7.8787	beat-12
8.0250	8.0250	beat-13
8.4627	8.4627	beat-14
9.6167	9.6167	beat-15
10.2942	10.2942	beat-16
10.9028	10.9028	beat-17
11.4554	11.4554	beat-18
12.0738	12.0738	beat-19
12.7733	12.7733	beat-20
13.8832	13.8832	beat-21
14.4256	14.4256	beat-22
15.0844	15.0844	beat-23
