2.3678	2.3678	beat-1
2.5756	2.5756	beat-2
2.7216	2.7216	beat-3
3.0068	3.0068	beat-4
3.5248	3.5248	beat-5
3.6991	3.6991	beat-6
4.0764	4.0764	beat-7
4.2195	4.2195	beat-8
4.6835	4.6835	beat-9
5.3108	5.3108	beat-10
5.8518	5.8518	beat-11
6.4407	6.4407	beat-12
6.9985	6.9985	beat-13
7.6485	7.6485	beat-14
8.1690	8.1690	beat-15
8.3027	8.3027	beat-16
8.7400	8.7400	beat-17
9.3305	9.3305	beat-18
9.9204	9.9204	beat-19
10.4918	10.4918	beat-20
11.0496	11.0496	beat-21
11.5924	11.5924	beat-22
12.2213	12.2213	beat-23
12.7538	12.7538	beat-24
12.8745	12.8745	beat-25
13.3062	13.3062	beat-26
