8.578867	8.578867	
10.211520	10.211520	
11.254604	11.254604	
11.980227	11.980227	
13.567529	13.567529	
14.882722	14.882722	
15.971157	15.971157	
16.911540	16.911540	
17.591812	17.591812	 
19.933772	19.933772	
20.931504	20.931504	
21.793182	21.793182	
22.246697	22.246697	
22.835910	22.835910	
23.924701	23.924701	
25.194543	25.194543	
25.965518	25.965518	
26.509735	26.509735	 
27.657771	27.657771	
33.320096	33.320096	
34.272477	34.272477	
35.179507	35.179507	
35.633022	35.633022	
36.676105	36.676105	
39.165224	39.165224	
39.981550	39.981550	
40.435065	40.435065	
42.189308	42.189308	
43.413798	43.413798	
44.502233	44.502233	
45.636020	45.636020	
46.361643	46.361643	
47.406693	47.406693	
48.268371	48.268371	
48.721885	48.721885	
49.447509	49.447509	
50.037078	50.037078	
52.168138	52.168138	
52.840327	52.840327	
53.438439	53.438439	
54.390820	54.390820	
55.297849	55.297849	
55.887418	55.887418	
