2.3712	2.3712	beat-1
2.6580	2.6580	beat-2
2.9846	2.9846	beat-3
3.2159	3.2159	beat-4
3.5167	3.5167	beat-5
3.8078	3.8078	beat-6
4.0985	4.0985	beat-7
4.9793	4.9793	beat-8
5.2658	5.2658	beat-9
5.8161	5.8161	beat-10
6.0898	6.0898	beat-11
6.4408	6.4408	beat-12
6.6887	6.6887	beat-13
6.9890	6.9890	beat-14
7.8705	7.8705	beat-15
8.1705	8.1705	beat-16
8.7540	8.7540	beat-17
8.9970	8.9970	beat-18
9.3197	9.3197	beat-19
9.5945	9.5945	beat-20
9.8808	9.8808	beat-21
10.1713	10.1713	beat-22
10.4312	10.4312	beat-23
10.9727	10.9727	beat-24
11.2699	11.2699	beat-25
