1.580653	1.580653	
1.943465	1.943465	
2.442331	2.442331	
2.986549	2.986549	
3.349361	3.349361	
3.802875	3.802875	
4.301742	4.301742	
5.208771	5.208771	
5.571583	5.571583	
6.161152	6.161152	
7.068181	7.068181	
7.521696	7.521696	
7.929859	7.929859	
8.292671	8.292671	
8.655483	8.655483	
9.108998	9.108998	
9.471810	9.471810	
9.879973	9.879973	
10.333488	10.333488	
11.059111	11.059111	
11.920789	11.920789	
12.465007	12.465007	
12.918522	12.918522	
13.372036	13.372036	
13.780200	13.780200	
14.596526	14.596526	
15.050041	15.050041	
15.412853	15.412853	
15.911719	15.911719	
16.274531	16.274531	
17.090857	17.090857	
17.589723	17.589723	
18.043238	18.043238	
18.315347	18.315347	
18.768862	18.768862	
19.131674	19.131674	
19.630540	19.630540	
20.084054	20.084054	
20.446866	20.446866	
20.809678	20.809678	
21.172490	21.172490	
21.580653	21.580653	
21.943465	21.943465	
22.306277	22.306277	
22.669088	22.669088	
23.122603	23.122603	
23.440064	23.440064	
24.347093	24.347093	
25.163420	25.163420	
26.025098	26.025098	
26.387909	26.387909	
26.841424	26.841424	
27.687707	27.687707	
28.050519	28.050519	
28.504034	28.504034	
28.912197	28.912197	
29.365712	29.365712	
