3.303712	3.303712	
3.757227	3.757227	
4.437499	4.437499	
4.981717	4.981717	
5.616637	5.616637	
6.070152	6.070152	
6.659721	6.659721	
7.203939	7.203939	
7.748157	7.748157	
8.247023	8.247023	
8.791240	8.791240	
9.426161	9.426161	
9.879676	9.879676	
10.559948	10.559948	
11.013463	11.013463	
11.648383	11.648383	
12.147250	12.147250	
12.691467	12.691467	
13.235685	13.235685	
13.779903	13.779903	
14.278769	14.278769	
14.822987	14.822987	
15.367204	15.367204	
15.866070	15.866070	
16.319585	16.319585	
16.773100	16.773100	
17.317318	17.317318	
18.269699	18.269699	
18.813916	18.813916	
19.267431	19.267431	
19.857000	19.857000	
20.310515	20.310515	
20.854733	20.854733	
21.398950	21.398950	
21.969925	21.969925	
22.442034	22.442034	
23.557226	23.557226	
24.573553	24.573553	
25.117771	25.117771	
25.571286	25.571286	
26.115504	26.115504	
26.705073	26.705073	
27.702805	27.702805	
28.745889	28.745889	
29.290107	29.290107	
29.834324	29.834324	
30.333191	30.333191	
30.877408	30.877408	
31.330923	31.330923	
31.875141	31.875141	
32.374007	32.374007	
32.918225	32.918225	
33.371739	33.371739	
33.915957	33.915957	
35.049744	35.049744	
35.503259	35.503259	
36.092828	36.092828	
36.637045	36.637045	
37.181263	37.181263	
37.634778	37.634778	
38.224347	38.224347	
