6.491147	6.491147	
8.259855	8.259855	
8.894776	8.894776	
9.575048	9.575048	
10.300671	10.300671	
10.980943	10.980943	
12.432190	12.432190	
13.021760	13.021760	
13.565977	13.565977	
14.200898	14.200898	
14.881170	14.881170	
15.969605	15.969605	
17.330150	17.330150	 
18.786246	18.786246	
19.965385	19.965385	
21.371280	21.371280	
22.006201	22.006201	
22.595770	22.595770	
23.684206	23.684206	
24.908695	24.908695	
25.725022	25.725022	
26.314591	26.314591	
26.949512	26.949512	
27.675135	27.675135	
28.899625	28.899625	
29.942709	29.942709	
30.396224	30.396224	
31.121847	31.121847	
31.892822	31.892822	
32.527743	32.527743	
33.071961	33.071961	
34.205748	34.205748	
35.702346	35.702346	
36.881485	36.881485	
38.287380	38.287380	
39.375816	39.375816	
40.691008	40.691008	
41.974587	41.974587	
42.518805	42.518805	
43.153725	43.153725	
44.287512	44.287512	
45.466651	45.466651	
46.056220	46.056220	
46.963249	46.963249	
