2.4685	2.4685	beat-1
2.8213	2.8213	beat-2
2.9440	2.9440	beat-3
3.1372	3.1372	beat-4
3.7106	3.7106	beat-5
3.9741	3.9741	beat-6
4.3041	4.3041	beat-7
4.8581	4.8581	beat-8
5.1581	5.1581	beat-9
5.4813	5.4813	beat-10
5.7820	5.7820	beat-11
6.1137	6.1137	beat-12
6.4041	6.4041	beat-13
6.6797	6.6797	beat-14
7.8682	7.8682	beat-15
8.4598	8.4598	beat-16
8.7634	8.7634	beat-17
9.0625	9.0625	beat-18
9.3822	9.3822	beat-19
9.9745	9.9745	beat-20
10.2792	10.2792	beat-21
10.8412	10.8412	beat-22
11.3997	11.3997	beat-23
11.7787	11.7787	beat-24
