2.1958	2.1958	beat-1
2.3857	2.3857	beat-2
3.0257	3.0257	beat-3
3.5756	3.5756	beat-4
4.1970	4.1970	beat-5
4.7187	4.7187	beat-6
5.3308	5.3308	beat-7
5.8588	5.8588	beat-8
6.1588	6.1588	beat-9
6.4423	6.4423	beat-10
7.0268	7.0268	beat-11
8.1852	8.1852	beat-12
8.7537	8.7537	beat-13
9.3218	9.3218	beat-14
10.4519	10.4519	beat-15
11.0275	11.0275	beat-16
11.6516	11.6516	beat-17
12.2018	12.2018	beat-18
12.3970	12.3970	beat-19
12.7448	12.7448	beat-20
13.3488	13.3488	beat-21
13.8856	13.8856	beat-22
14.0331	14.0331	beat-23
14.5052	14.5052	beat-24
15.0650	15.0650	beat-25
15.6171	15.6171	beat-26
16.2214	16.2214	beat-27
16.4502	16.4502	beat-28
16.8452	16.8452	beat-29
17.1350	17.1350	beat-30
17.3811	17.3811	beat-31
17.5538	17.5538	beat-32
17.9412	17.9412	beat-33
18.0629	18.0629	beat-34
18.5093	18.5093	beat-35
18.7473	18.7473	beat-36
19.1088	19.1088	beat-37
19.6718	19.6718	beat-38
20.2912	20.2912	beat-39
