4.314445	4.314445	
5.312177	5.312177	
5.856395	5.856395	
7.080884	7.080884	
7.859929	7.859929	
8.864927	8.864927	
9.554431	9.554431	
10.444734	10.444734	 
11.253220	11.253220	
12.138720	12.138720	
12.745655	12.745655	
13.702200	13.702200	
14.201066	14.201066	
15.198798	15.198798	
15.743016	15.743016	
16.695397	16.695397	
17.239615	17.239615	
18.072198	18.072198	
18.633840	18.633840	
19.643243	19.643243	
20.155710	20.155710	
21.054142	21.054142	
21.598360	21.598360	
22.641444	22.641444	
23.094959	23.094959	
24.047340	24.047340	
24.591557	24.591557	
25.407884	25.407884	
26.088156	26.088156	
26.995185	26.995185	
27.584755	27.584755	
28.582487	28.582487	
29.126705	29.126705	
29.988383	29.988383	
30.441897	30.441897	
31.575684	31.575684	 
32.948853	32.948853	
36.683077	36.683077	
37.272647	37.272647	
38.088973	38.088973	
38.633191	38.633191	
39.494869	39.494869	
39.857681	39.857681	
41.444982	41.444982	
42.714824	42.714824	
43.667204	43.667204	
44.120719	44.120719	 
