3.6275	3.6275	beat-1
3.9430	3.9430	beat-2
4.8480	4.8480	beat-3
5.6550	5.6550	beat-4
10.0513	10.0513	beat-5
11.4548	11.4548	beat-6
11.7263	11.7263	beat-7
13.2636	13.2636	beat-8
13.4307	13.4307	beat-9
14.0796	14.0796	beat-10
14.5024	14.5024	beat-11
14.9296	14.9296	beat-12
15.4110	15.4110	beat-13
15.8697	15.8697	beat-14
17.2356	17.2356	beat-15
19.0114	19.0114	beat-16
19.2167	19.2167	beat-17
23.1535	23.1535	beat-18
23.4737	23.4737	beat-19
23.8708	23.8708	beat-20
24.4221	24.4221	beat-21
24.7287	24.7287	beat-22
24.9229	24.9229	beat-23
25.0728	25.0728	beat-24
25.2223	25.2223	beat-25
26.6076	26.6076	beat-26
26.8483	26.8483	beat-27
27.3425	27.3425	beat-28
28.1407	28.1407	beat-29
28.7780	28.7780	beat-30
28.9225	28.9225	beat-31
29.1730	29.1730	beat-32
29.3952	29.3952	beat-33
29.5982	29.5982	beat-34
30.0850	30.0850	beat-35
30.4434	30.4434	beat-36
30.5678	30.5678	beat-37
30.7670	30.7670	beat-38
31.0737	31.0737	beat-39
31.2091	31.2091	beat-40
31.4925	31.4925	beat-41
31.7307	31.7307	beat-42
32.0190	32.0190	beat-43
32.1834	32.1834	beat-44
32.3413	32.3413	beat-45
32.6498	32.6498	beat-46
32.8504	32.8504	beat-47
33.4977	33.4977	beat-48
33.6239	33.6239	beat-49
