2.3937	2.3937	beat-1
3.0073	3.0073	beat-2
3.5826	3.5826	beat-3
4.1201	4.1201	beat-4
4.2437	4.2437	beat-5
4.6656	4.6656	beat-6
5.2928	5.2928	beat-7
5.8471	5.8471	beat-8
6.0383	6.0383	beat-9
6.4620	6.4620	beat-10
7.0423	7.0423	beat-11
7.6918	7.6918	beat-12
8.1985	8.1985	beat-13
8.9283	8.9283	beat-14
9.1657	9.1657	beat-15
9.4525	9.4525	beat-16
9.5947	9.5947	beat-17
9.9559	9.9559	beat-18
11.4903	11.4903	beat-19
11.7532	11.7532	beat-20
11.9608	11.9608	beat-21
12.1758	12.1758	beat-22
12.3231	12.3231	beat-23
12.6938	12.6938	beat-24
13.9075	13.9075	beat-25
14.5208	14.5208	beat-26
15.7023	15.7023	beat-27
16.2627	16.2627	beat-28
16.4377	16.4377	beat-29
16.7913	16.7913	beat-30
16.9216	16.9216	beat-31
17.3755	17.3755	beat-32
17.9895	17.9895	beat-33
18.5386	18.5386	beat-34
19.0990	19.0990	beat-35
19.6740	19.6740	beat-36
20.3024	20.3024	beat-37
20.8465	20.8465	beat-38
20.9757	20.9757	beat-39
21.3983	21.3983	beat-40
