0.0310	0.7920	thanks
0.8320	1.0720	guys,
1.4930	1.7530	into
1.7930	1.8330	a
1.8530	2.0530	slow
2.0930	2.3730	tendu,
2.3930	2.5740	front
2.6140	2.9740	first,
2.9940	3.4550	today
3.5350	3.6350	we
3.6750	3.8350	go
3.9550	4.9160	front,
4.9360	5.0560	and
5.0960	5.2370	you
5.2970	5.8970	close,
6.1570	6.3980	and
6.5980	6.8380	front
6.9580	7.2590	to
7.6190	7.7790	the
7.8390	8.1600	plié,
8.4600	8.6400	stay,
9.0410	9.5810	plié,
9.6410	10.0020	two
10.1020	10.2820	legs
10.3020	10.6020	stretch,
11.2030	11.4230	then
11.4630	11.6430	two
11.7830	12.1840	tendu
12.2640	12.3440	on
12.3640	12.5040	the
12.7240	12.9050	end,
13.0450	13.2250	the
13.4450	13.7250	tendu
13.7660	14.3260	side,
14.3460	14.8070	you
14.9470	15.2870	close,
15.9880	16.0880	and
16.2480	16.3880	one,
16.6490	17.0690	two,
17.1290	17.2490	the
17.3090	17.6700	plié,
17.6900	17.9500	stay
17.9900	18.0500	in
18.0700	18.2100	your
18.2700	18.6510	plié,
18.9510	19.1310	two
19.1710	19.3710	legs
19.5320	20.0720	stretch,
20.5930	20.7330	and
20.9530	21.1930	two
21.8940	22.3750	tendu,
23.1960	23.2960	a
23.3160	23.6760	back,
23.8250	24.4060	you
24.5060	25.0270	close
25.4680	25.6280	and
25.8280	26.0090	back
26.3890	26.7700	to
26.8500	26.9500	the
27.0100	27.3710	plié,
27.3910	27.5910	stay
27.6310	27.6710	in
27.7110	27.8520	your
27.9320	28.4530	plié,
28.8730	29.0340	two
29.0540	29.2340	legs
29.3140	29.6950	stretch
29.7350	29.7750	at
29.7950	29.8750	the
29.9150	30.0750	same
30.1150	30.2960	time,
30.7160	30.9170	two
31.5180	31.9180	tendu,
31.9380	32.0790	same
32.1190	32.2790	last
32.3190	32.4590	time
32.4990	33.3410	side,
33.3610	33.5810	two,
34.2620	34.4030	one
34.4430	34.5630	to
34.6030	34.6830	the
34.7230	35.0840	plié,
35.3640	35.6850	stay
35.7250	35.7650	in
35.8050	35.8650	the
35.9050	36.1650	plié,
36.2060	36.3660	two
36.3860	36.5860	legs
36.6460	37.0270	stretch,
37.5080	37.6880	then
37.7680	37.9880	two
38.3690	38.6900	tendu
38.7900	38.8700	on
38.9100	39.0100	the
39.1700	39.3310	end.
39.8110	39.9920	like
40.0320	40.2120	we're
40.2920	40.4530	used
40.4930	40.6330	to,
40.9930	41.1340	port
41.1940	41.2340	de
41.2740	41.4540	bras
41.4740	41.7350	front
41.7550	41.8350	and
41.8750	42.0950	back,
42.5160	42.6960	two
42.7560	43.0370	fins
43.0770	43.1970	with
43.2770	43.3170	a
43.3970	43.6980	nice
44.4390	44.8000	roll
44.8200	45.1200	through
45.1400	45.2400	to
45.2810	45.3610	the
45.3810	45.9020	demi-point
45.9220	45.9620	at
46.0020	46.0820	the
46.1820	46.3020	end.
47.0030	47.1040	one
47.1440	47.4040	slow,
47.4440	47.5440	one
47.5840	47.6850	to
47.7050	47.7850	the
47.8250	48.1050	plié,
48.1250	48.2250	then
48.2660	48.4060	you
48.4860	48.8060	stay
48.8670	48.9070	in
48.9470	49.0270	the
49.0670	49.3670	plié
49.4070	49.5280	for
49.5680	49.6280	the
49.6880	49.9680	third
49.9880	50.3890	tendu.
